LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
16400,21857,51994,7,201.933333,14,NaN
16400,71264,94726,1,177.257342,31,35.034481
16400,119879,128546,16,182.997381,17,40.850887
16400,86623,124048,NaN,NaN,NaN,35.810769
16400,54818,74447,3,208.088864,50,41.95643
16400,57139,164133,21,238.461003,27,22.206846
16400,73466,89453,4,198.827424,19,41.523497
16400,63574,88586,NaN,298.146552,20,29.153372
16400,82869,94390,8,358.05066,42,39.060627
16400,57651,76854,1,172.200092,25,31.819622
16400,48700,72500,NaN,127.3,39,NaN
16400,81700,109025,10,155.266667,19,NaN
16400,62018,91832,9,202.3225,19,20.380464
16400,NaN,51454,NaN,338.110807,17,33.491836
16400,107669,115881,0,136.812119,21,39.699962
16400,47428,76483,4,232.315545,31,33.106836
16400,58664,89589,27,211.441102,21,34.256365
16400,71906,86144,2,126.170152,20,23.698008
16400,89858,105796,29,340.711675,49,36.003916
16400,100014,122281,0,123.133988,30,34.936674
16400,65898,85424,10,173.53321,14,26.931995
16400,86422,116097,NaN,NaN,NaN,35.598951
16400,102103,133626,5,95.366348,14,31.275183
16400,85601,100078,NaN,176.698741,25,43.027471
16500,44330,72618,6,101.495366,15,41.457025
16500,48491,112677,2,138.096086,23,37.253333
16500,47636,59586,16,284.065542,21,29.969006
16500,52028,63745,7,105.530376,18,41.344846
16500,44110,65748,7,99.193553,14,41.415631
16500,NaN,88454,30,320.42145,16,14.097941
16500,94403,NaN,9,217.786841,19,NaN
16500,64992,97348,8,123.668821,11,36.107924
16500,97010,128101,9,250.681862,41,36.933331
16500,77049,98658,5,77.992816,21,23.120074
16500,92900,116000,10,83.166667,27,NaN
16500,64081,100796,22,243.941686,24,38.327816
16500,23169,41677,20,208.076943,15,34.430575
16500,48833,68872,1,60.390652,12,22.459624
16500,143404,165267,14,169.737363,31,36.178122
16500,NaN,42894,1,331.42687,8,26.895804
16500,67619,93500,8,82.166667,16,NaN
16500,56500,80000,2,308.433333,16,NaN
16500,163000,193000,10,262.733333,38,NaN
16500,76000,110000,18,242.5,31,NaN
16500,65900,87000,26,109.566667,35,NaN
16500,50000,NaN,1,120.733333,11,NaN
16500,67000,109500,2,217.1,24,NaN
16500,126872,167611,5,136.122435,21,26.404528
16500,51758,138693,2,283.069841,43,39.716771
16500,52030,158296,20,218.539266,27,22.484792
16500,43223,46925,10,178.002383,20,40.206334
16500,44946,64918,25,247.278408,14,24.35795
16500,48674,73720,17,186.473072,23,38.373608
16500,8795,164000,23,76.066667,21,NaN
16500,74263,98922,0,139.831246,20,31.814429
16500,102552,144461,1,136.72449,15,34.107889
16500,42317,66966,3,206.238389,17,35.006379
16500,94920,118156,9,295.285524,18,32.171632
16500,NaN,29168,11,102.130368,8,31.566885
16500,45441,76145,4,124.033383,8,28.173451
16500,36206,53040,9,118.301372,9,17.747784
16600,9626,96887,14,263.766247,23,28.674702
16600,77380,123638,NaN,NaN,NaN,34.118615
16600,95860,123546,0,252.757488,29,40.608567
16600,81275,106691,1,289.376138,20,38.475241
16600,57094,94944,9,NaN,15,24.023048
16600,97749,164103,NaN,263.846777,23,37.386854
16600,102543,119493,3,276.693185,33,29.284072
16600,55912,81552,6,106.512932,7,36.763753
16600,45877,68563,2,119.500765,18,33.073048
16600,74784,100221,1,90.050448,17,25.708394
16600,42259,NaN,1.5,209.966667,20,NaN
16600,NaN,50732,0,96.362895,9,42.399139
16600,NaN,56631,2,98.760223,8,39.799527
16600,71564,84627,5,114.640133,20,22.323143
16600,74681,95471,6,187.65351,19,40.453753
16600,28694,44165,20,206.717651,16,30.639023
16600,NaN,43880,NaN,351.725503,15,31.534289
16600,69644,100411,0,149.095227,19,29.725747
16600,71096,104437,9,246.959636,12,37.099533
16700,62933,91790,2,185.372462,31,35.257271
16700,64862,107919,10,260.158548,11,36.824339
16700,62933,95498,0,161.660994,25,24.262568
16700,NaN,29387,13,80.820591,8,33.364491
16700,102687,137417,7,97.763512,14,31.108005
16700,86076,130341,12,295.95434,18,28.447992
16700,31135,60478,14,105.133271,18,39.122997
16700,43794,61446,6,96.454706,9,28.452981
16700,54079,112463,1,134.925714,23,37.033954
16700,51310,76704,2,271.651948,10,37.630057
16700,11059,92706,13,262.61034,23,29.884758
16700,59207,83146,2,309.496388,15,43.488066
16700,77083,103540,17,170.812373,10,37.226431
16700,67238,96535,7,103.472608,10,39.349651
16700,NaN,56374,1,73.428942,9,40.829129
16700,29404,45209,20,195.55233,16,31.058084
16700,12830,56465,3,301.148522,15,18.251481
16700,53423,85685,5,109.429428,12,28.160611
16700,5106,93277,14,269.962689,23,29.875928
16700,105556,136568,0,273.725073,47,40.041685
16800,57329,83695,3,294.999702,16,40.625053
16800,76852,90429,6,183.843005,18,42.297092
16800,44983,65000,4,77.033333,43,NaN
16800,27623,88231,8,122.463272,12,55.962022
16800,56979,90008,10,178.929956,12,27.81642
16800,69284,NaN,21,190.693314,20,35.894026
16800,50050,140222,4,272.499835,43,40.033378
16800,23670,41879,17,106.39857,17,26.696716
16800,62557,95747,0,188.189005,31,35.285845
16800,16204,27781,1,190.577097,9,27.146886
16800,113021,146222,5,123.89342,65,62.559308
16800,67049,89729,NaN,286.375129,20,28.739128
16800,81820,100366,6,335.300327,41,36.211627
16800,87300,155500,3,1154.633333,0,NaN
16800,50445,71711,5,71.230762,18,40.582913
16800,73280,103067,1,140.362134,17,34.002295
16800,102838,111319,1,257.328597,34,27.576597
16800,46312,67166,27,241.508384,14,26.220717
16800,50135,93772,5,126.489405,21,35.856355
16800,58193,82942,1,320.06301,16,42.845963
16800,39352,60943,25,237.763623,13,25.439888
16800,144756,183810,11,243.542255,20,26.733983
16800,94851,119053,2,270.998611,34,27.009239
16800,115870,130809,15,177.632283,17,39.567208
16900,131002,166859,4,135.856423,20,28.151885
16900,NaN,51549,1,75.413746,8,40.628199
16900,30856,56961,11,116.817707,10,20.344582
16900,71672,96677,1,153.791695,30,35.327836
16900,47129,62342,15,290.148921,21,30.318597
16900,31143,75125,NaN,237.179045,49,42.132281
16900,63800,85000,2,127.8,33,NaN
16900,73128,101683,26,254.191798,45,38.512309
16900,66812,90973,9,108.005526,10,37.469018
16900,68940,88264,0,166.106281,25,24.955311
16900,67111,96985,21,233.784399,23,37.324711
16900,116357,209364,4,221.128555,16,27.900264
16900,53252,89720,29,204.587934,22,33.016153
16900,88143,115365,19,282.068518,16,24.962851
16900,43643,80639,3,128.581824,8,28.895955
16900,61847,91671,9,202.053436,20,21.348255
16900,78455,121450,NaN,NaN,NaN,33.742375
16900,17988,137328,9,360.14696,10,41.902054
16900,102108,117650,9,279.112585,19,29.645177
17000,73644,107086,0,280.453344,20,37.771958
17000,125257,161009,3,129.7578,21,27.637207
17000,10866,171952,24,79.991975,21,29.846959
17000,NaN,NaN,1,111.235012,21,31.362872
17000,70039,100993,7,261.911317,11,36.56433
17000,54218,75000,5,177.5,35,NaN
17000,51682,67688,2,135.191906,18,33.050636
17000,83248,95886,8,349.430079,41,36.059947
17000,97713,164869,NaN,253.476317,23,36.452296
17000,125728,159770,NaN,228.422382,18,37.008374
17000,31772,60289,6,189.236984,13,31.125747
17000,134689,158661,NaN,227.395465,19,36.425572
17000,86341,133564,15,307.673857,18,28.368211
17000,66894,75360,8,NaN,NaN,25.260099
17000,27088,166437,7,306.674171,27,26.156718
17000,70085,81598,7,117.195399,20,21.981836
17000,97438,158780,0,210.912603,18,38.79675
17000,45671,64516,27,246.179721,13,25.701206
17000,6778,60065,0,326.518414,5,38.836602
17000,26228,60979,7,188.247611,13,29.628676
17000,63450,92816,10,NaN,16,25.718671
17000,54780,93091,4,115.375332,21,37.508625
17000,73184,96889,0,71.953792,16,28.004398
17000,60483,85015,4,116.525265,12,27.298743
17000,52663,82000,NaN,NaN,NaN,NaN
17000,36420,54375,1,77.7,18,NaN
17000,53058,74000,17,204.933333,21,NaN
17000,23200,85000,9,149.066667,21,NaN
17000,47000,112720,16,257.7,20,NaN
17000,86000,119600,12,137.466667,25,NaN
17000,12613,85000,21,226.366667,41,NaN
17000,152900,191146,7.5,NaN,16,NaN
17000,55820,88683,0.5,74.033333,23,NaN
17000,74910,112375,41,95.2,28,NaN
17000,87600,110000,0.4,180.566667,46,NaN
17000,52700,78000,2,62.9,10,NaN
17000,61000,127000,9,256.7,40,NaN
17000,62755,81180,19,134.933333,28,NaN
17000,56800,82000,22,320.6,28,NaN
17000,89600,115000,20,99.266667,23,NaN
17000,48000,69000,25,351.033333,24,NaN
17000,43000,63500,8,46.666667,11,NaN
17000,118822,208429,3,206.737071,16,25.873991
17000,96065,116416,14,125.673061,8,34.756186
17000,97517,141718,2,128.417598,15,31.166029
17000,51018,108148,0,114.946292,23,40.24126
17000,170636,188899,1,67.408285,13,44.751572
17000,98451,138012,3,120.238935,15,33.953594
17000,82662,111357,17,252.305985,30,37.31612
17000,108154,134103,1,279.361199,46,39.676977
17000,25638,128433,10,367.664521,9,39.106896
17100,56791,94396,7,110.294088,21,36.107341
17100,48471,71546,5,254.095701,32,29.818744
17100,19126,88969,21,225.706288,41,38.896378
17100,NaN,96036,27,327.001791,15,12.49867
17100,100082,119585,1,147.915809,29,34.734277
17100,22162,128989,11,367.997094,9,40.640916
17100,53983,73688,5,95.523512,9,36.920386
17100,123463,160487,4,155.300763,21,25.704128
17100,49951,111291,1,151.104592,23,39.487198
17100,74922,91187,0,80.582656,16,26.767769
17100,59123,94247,0,70.01636,22,37.195086
17100,46953,69086,6,165.627788,11,29.249144
17100,43085,68758,7,103.683856,49,30.353549
17100,92853,130864,6,244.728811,41,37.492646
17100,32134,69131,3,209.198801,6,38.632967
17100,54598,115838,14,247.295897,20,25.632116
17100,NaN,60781,8,101.014061,14,27.719938
17100,27842,74459,NaN,248.71878,49,44.552154
17100,104652,169076,NaN,270.581214,23,38.465228
17100,117337,131575,16,177.629432,17,39.176432
17100,91502,113251,18,289.954401,16,24.458321
17200,51352,64386,27,295.955414,17,36.787306
17200,62514,96633,25,224.764359,24,36.702341
17200,59698,89715,9,NaN,16,23.345623
17200,94937,133859,6,248.158876,42,36.790875
17200,6126,88603,13,287.260887,23,30.098797
17200,7044,57831,0,330.970904,6,37.943315
17200,103519,118074,0,102.678612,21,41.418353
17200,89507,121047,14,118.866134,9,34.602827
17200,52011,65800,7,120.323979,48,30.556512
17200,11950,170000,22,77.283385,20,28.821699
17200,43996,79419,5,140.973401,9,28.662173
17200,33073,85654,7,163.394789,20,28.274889
17200,50742,71000,15,NaN,0,NaN
17200,39316,66978,4,99.985976,10,26.437084
17200,74402,NaN,13,115.353031,34,41.359036
17200,62108,NaN,21,174.396134,21,34.538925
17200,48999,76544,5,240.522747,31,32.841754
17200,35116,60489,17,106.486237,18,38.806241
17200,85977,109238,3,115.557513,25,38.948919
17200,45900,68126,4,111.125952,17,34.179047
17200,52276,69860,0,180.931488,25,30.587967
17200,53849,102326,1,57.166745,9,39.991154
17200,90567,118761,14,139.34017,9,34.78487
17200,99204,119490,9,296.21149,18,30.301365
17200,48427,66082,29,283.848759,16,38.393635
17200,62840,92946,5,133.159481,11,27.50354
17200,17234,43310,1,215.60754,15,38.318515
17200,55254,118718,15,276.911083,20,26.696159
17200,27230,82319,NaN,249.215667,50,43.756794
17300,40280,66319,4,101.325577,9,27.975935
17300,91132,110440,10,147.553325,19,36.427219
17300,51185,65537,6,129.837941,49,29.311594
17300,35070,63862,16,125.131569,17,37.93652
17300,79412,114906,17,247.36057,30,36.536436
17300,73000,95000,5,90.3,30,NaN
17300,99064,156306,4,90.449522,16,35.75006
17300,44031,79187,0,299.705237,10,35.98667
17300,20798,37980,2,219.309365,16,37.763211
17300,90768,116052,13,120.241426,9,35.810878
17300,65444,91244,8,202.049683,19,21.573385
17300,65136,83847,6,127.099974,20,24.518272
17300,110614,137552,6,85.232501,13,31.344366
17300,73503,91842,0,142.332076,32,46.902324
17300,91350,107834,3,118.133065,24,37.610845
17300,65077,91991,0,114.023442,26,35.90776
17300,96138,124066,1,271.782323,30,40.404506
17300,32736,49100,4,262.948438,34,38.563081
17300,57358,71617,0,194.293339,25,30.537806
17300,51107,64135,4,115.002195,17,32.251086
17300,48132,78889,4,133.167686,8,28.298227
17400,NaN,48971,NaN,345.009919,17,32.474319
17400,77350,101271,0,148.916227,18,34.387028
17400,61035,90434,4,113.635996,12,25.357195
17400,58941,88470,4,123.257055,12,25.557593
17400,62824,82243,5,109.482748,7,34.818445
17400,25859,43684,16,95.363069,17,27.10762
17400,24687,37391,2,217.744275,16,38.251392
17400,43110,73614,1,114.289182,8,26.379108
17400,11147,166496,23,73.467518,19,29.531664
17400,42876,66085,26,281.578152,16,38.027522
17400,45861,61256,7,132.019227,48,30.186567
17400,54161,75500,4,23.333333,11,NaN
17400,44479,78121,1,117.323589,9,27.133989
17400,97072,155146,0,204.165616,19,40.507965
17400,96590,112115,0,178.659589,46,41.117887
17400,113890,135146,16,174.10146,17,37.633549
17400,49765,66782,27,272.590483,16,39.383065
17400,25844,83229,NaN,247.761646,50,43.701331
17400,123579,168243,4,146.352081,20,26.603512
17400,166345,202989,10,276.066346,37,24.356594
17400,55575,78661,17,198.9896,20,38.991431
17400,102228,115898,0,144.198168,30,35.11415
17400,56111,114521,2,154.855524,24,38.695084
17400,64163,84948,12,172.711166,13,27.979694
17400,79623,113658,0,212.129145,25,35.10672
17500,92986,114276,13,116.961358,8,36.251386
17500,99853,163401,0,208.462276,18,37.828617
17500,17889,94453,19,244.356227,41,35.744771
17500,101354,117209,1,136.158222,30,36.851723
17500,133243,154513,NaN,217.037049,18,37.462992
17500,76100,98500,5,59.833333,16,NaN
17500,49968,68025,3,126.079453,18,34.109027
17500,73071,94267,1,160.454701,19,32.276809
17500,153839,194027,7,NaN,15,29.113651
17500,51102,69532,5,108.31608,49,31.495946
17500,100642,138550,3,115.075948,16,32.17638
17500,110603,142000,1,163.066667,25,NaN
17500,56647,78000,11,92.3,29,NaN
17500,68000,133015,19,177.5,21,NaN
17500,46636,72908,7,110.230907,15,41.512292
17500,90221,113564,19,265.184625,17,27.029439
17500,85183,108948,4,125.109486,25,37.103026
17500,61524,87188,3,115.808661,13,25.40157
17500,91000,116000,0.5,188.733333,26,NaN
17500,87294,114031,15,147.098583,8,34.46794
17500,103562,130613,1,288.008478,47,39.358358
17500,102858,138977,2,100.281219,15,31.669319
17500,23288,94904,8,145.120737,20,29.675382
17600,39057,50933,6,239.20163,35,39.301071
17600,53707,80407,17,185.978221,21,36.494054
17600,NaN,96188,NaN,181.295047,9,30.879317
17600,56090,103992,1,46.875136,10,39.081826
17600,62996,86817,12,152.782648,14,29.203655
17600,73354,96526,0,147.134526,18,33.052493
17600,72232,103081,1,143.967153,18,36.309962
17600,79122,96116,1,152.443714,18,35.589663
17600,76043,95605,3,85.043335,30,47.840295
17600,44571,66088,2,126.090382,17,30.871902
17600,NaN,45119,NaN,354.735919,17,34.495047
17600,29201,41396,19,89.202527,16,23.934946
17600,67285,90816,1,104.592867,25,35.592254
17600,64857,82449,1,312.882474,15,43.478863
17600,59347,68667,0,185.274961,25,30.052324
17600,71983,97939,1,144.366216,19,29.80859
17600,106381,134476,0,294.073254,47,38.581659
17600,62198,101183,21,230.716713,23,39.139757
17600,71366,87862,5,116.796685,20,23.400137
17600,39063,54561,17,107.943817,17,38.91921
17600,48487,65665,6,100.174004,15,43.769685
17600,NaN,66000,7,111.7857,14,27.090895
17600,88661,114922,13,152.75401,7,36.766274
17600,61093,97551,0,75.060829,22,35.562993
17700,10847,94611,14,271.396667,22,27.283395
17700,17480,41055,1,196.131939,15,37.92366
17700,64964,88856,5,114.667618,19,21.933006
17700,111612,128416,14,169.733487,17,39.770628
17700,93302,116668,20,283.040946,16,25.22591
17700,50886,106673,2,57.09066,10,40.859113
17700,60260,90196,11,177.854846,14,29.607171
17700,36253,57420,3,267.783509,34,37.93457
17700,NaN,56402,3,91.045749,8,38.685506
17700,107395,133433,6,96.157562,13,27.592277
17700,71399,96588,7,83.598532,16,33.626586
17700,98476,136319,2,110.735729,16,32.221025
17700,85150,113104,11,148.065259,19,38.962872
17700,58016,76416,4,28.011492,10,41.463373
17700,47064,71698,3,244.518064,32,30.403204
17700,NaN,55796,1,85.183413,8,40.209486
17700,56375,90435,0,70.22587,23,36.023277
17700,72911,97317,1,82.398384,17,25.329251
17700,82302,111228,4,118.455904,25,37.160561
17800,61494,85864,2,303.837651,15,40.246312
17800,38770,64357,17,282.935785,21,27.979495
17800,39686,67246,5,114.183555,10,27.57581
17800,83080,108348,1,132.609861,25,36.459088
17800,NaN,95639,NaN,179.849352,9,33.142257
17800,107736,113100,1,135.123225,20,38.937112
17800,56956,74305,0,187.183329,24,31.817472
17800,60611,89943,29,208.466537,21,30.813241
17800,58942,91483,5,123.736674,13,28.15596
17800,68889,85642,0,105.767961,25,34.629922
17800,100277,163702,NaN,256.854471,24,36.354036
17800,51689,115660,16,270.044991,19,27.467002
17800,137169,182280,12,241.375307,21,28.846448
17800,13839,171378,23,86.702625,21,31.35961
17800,13660,173360,23,78.838899,21,30.062792
17800,8642,88369,13,265.022103,22,26.480792
17800,36902,57622,9,121.879703,10,19.142117
17800,54003,116434,18,268.715304,19,24.251972
17800,69306,94504,7,85.85083,15,32.294217
17800,56432,157665,20,238.166899,27,20.079334
17800,44326,79651,4,246.796949,32,32.509012
17900,70046,135917,1,138.011008,16,38.289202
17900,37265,53214,2,259.963831,34,39.831501
17900,62697,89848,7,113.058897,19,24.072191
17900,72501,94488,1,162.389562,19,29.961189
17900,97335,167384,NaN,250.487108,24,39.156323
17900,63559,81536,13,176.870768,13,26.189767
17900,66823,91680,0,89.436493,18,27.710657
17900,38233,63578,6,79.121583,9,26.518831
17900,70444,95860,7,95.684255,11,38.142823
17900,96450,135822,6,90.3,5,NaN
17900,102054,143103,5,125.858539,16,32.847435
17900,56273,111507,1,123.022564,23,39.491487
17900,51080,92051,10,117.089785,31,42.373233
17900,46342,68029,26,279.007081,17,36.072975
17900,110332,130756,2,288.655584,47,41.946375
17900,68779,98623,1,83.861641,17,26.405667
17900,NaN,31953,10,74.429308,2,29.975603
18000,68000,98898,10,206.966667,13,NaN
18000,49255,61752,8,122.061967,49,30.033722
18000,62216,85503,3,307.250701,15,41.439391
18000,97523,130166,5,247.972824,42,40.591687
18000,63508,94991,1,155.884724,25,23.585664
18000,65836,100292,22,237.101632,24,36.338197
18000,NaN,53365,NaN,340.460801,17,30.57565
18000,72152,102671,7,84.639348,16,32.886875
18000,88509,112933,4,150.802369,21,23.200941
18000,84824,115146,21,293.980436,16,27.097523
18000,23252,50750,16,180.6,20,NaN
18000,46865,61266,5,102.594674,9,26.353753
18000,105000,172500,6,219.166667,24,NaN
18000,23000,46000,0.2,312.533333,25,NaN
18000,7051,66200,NaN,250.566667,22,NaN
18000,88000,131300,14,179.566667,26,NaN
18000,124000,195000,13,202.9,22,NaN
18000,94554,119000,1,308.466667,20,NaN
18000,90000,120600,25,272.933333,17,NaN
18000,45000,68500,10,190.8,42,NaN
18000,56000,78000,4,108.533333,16,NaN
18000,62000,160800,15,129.833333,11,NaN
18000,12900,21500,5,109.566667,33,NaN
18000,57988,86970,16,165.333333,14,NaN
18000,99401,140000,8.9,150.1,20,NaN
18000,39005,60000,10,112.633333,5,NaN
18000,47000,69000,6,110.633333,24,NaN
18000,52301,79959,1,290.280648,9,37.163698
18000,55169,114786,2,120.154106,24,37.547733
18000,100822,118817,0,126.42644,30,37.877411
18000,48724,72654,7,62.088606,4,31.570299
18000,161413,196860,7,NaN,16,30.778167
18000,90275,135792,13,178.661764,26,33.336961
18000,74162,89823,0,121.761466,26,34.025208
18000,114000,147140,5,122.733333,13,NaN
18000,50409,78404,9,191.282079,42,39.483024
18000,54196,71412,10,189.87427,42,37.352105
18000,41814,62845,27,244.88186,14,23.537045
18000,NaN,97026,NaN,182.597816,9,30.67551
18000,107546,176314,6,218.019386,23,40.152144
18100,81916,104048,0,154.425996,18,33.678026
18100,144692,183630,11,256.205473,21,27.384117
18100,53524,102133,0,52.942387,9,40.616797
18100,46145,72200,11,178.192078,42,40.574022
18100,23590,215548,10,136.53002,41,33.272298
18100,57864,164069,19,247.545271,27,21.469272
18100,71814,89941,10,83.167811,11,32.285405
18100,62783,86066,0,293.358587,15,43.617714
18100,89454,119019,13,127.246196,8,37.525273
18100,112832,182418,8,230.072131,23,40.298699
18100,95322,119643,2,313.603387,20,42.119285
18100,22203,138057,8,356.909067,10,40.874382
18100,73356,86885,10,73.746711,12,31.571019
18100,27186,77694,NaN,249.413362,50,43.72793
18100,27239,39723,17,111.532214,16,24.449453
18100,23928,55734,17,175.895354,19,37.945522
18100,32554,92419,8,164.909613,20,29.01661
18100,18611,171194,5,313.037945,26,27.199154
18200,50250,72000,10,75.066667,28,NaN
18200,93702,158647,4,96.177793,16,34.709936
18200,16386,170310,23,73.007277,20,29.804601
18200,67809,89339,0,102.460986,19,38.345341
18200,13925,94898,22,223.901918,41,35.998225
18200,34593,56658,15,126.04801,18,36.926635
18200,49653,159076,20,231.549723,27,20.415932
18200,94727,136877,15,168.959968,26,36.056437
18200,55406,78682,NaN,122.717709,39,33.693831
18200,4447,21510,NaN,67,19,NaN
18200,139000,171350,0.1,102.5,18,NaN
18200,97146,124195,24,278.307422,17,32.721695
18200,61690,89963,15,157.409679,14,27.946676
18200,61554,94510,2,161.352693,24,23.896555
18200,4927,30198,NaN,89.599839,19,41.230527
18200,53646,156048,20,232.297126,27,20.856068
18200,120966,208782,4,202.534333,17,27.436646
18200,62141,90434,0,69.410777,22,35.357287
18200,68743,92112,0,95.343765,16,26.692667
18200,95091,113294,15,188.504617,36,78.654386
18200,78077,105522,0,278.443022,22,38.939651
18200,63852,93356,1,181.91177,31,33.209409
18200,39109,62371,25,268.198261,13,24.748181
18200,57980,79265,16,194.054293,20,37.725761
18300,40018,65355,16,287.97463,21,28.362883
18300,90337,103864,3,118.534587,25,39.720489
18300,109437,114900,1,138.171851,20,38.332317
18300,55584,95236,10,NaN,15,24.590633
18300,121001,210685,2,192.977285,16,26.8605
18300,26982,59552,15,183.614415,19,36.299618
18300,63351,87645,1,324.614647,15,43.902303
18300,109192,139384,6,122.865576,14,29.397593
18300,90099,118545,12,140.515851,18,38.899232
18300,31427,60249,16,110.552277,18,40.001256
18300,35975,60500,13,118.666667,22,NaN
18300,60100,82506,10,171.466667,64,NaN
18300,73510,95132,0,86.684296,17,25.244046
18300,93728,153093,5,109.337106,16,36.213987
18300,68096,99051,1,85.843162,17,27.633516
18300,68517,97151,7,77.521819,15,32.004056
18300,12169,93564,13,274.481399,23,30.269218
18300,89455,124840,13,148.76466,24,29.962401
18300,67550,95440,3,154.150114,25,22.854999
18400,68655,94322,8,76.794701,15,32.74121
18400,89101,118748,7,153.849763,21,21.762827
18400,65519,89276,0,123.098552,26,36.354203
18400,88352,110216,1,376.723643,31,47.830671
18400,94280,122172,23,280.048834,16,33.363529
18400,63569,95729,23,237.275949,23,38.415367
18400,61049,96397,2,80.155757,23,35.425579
18400,99902,125249,26,294.424118,16,33.488547
18400,72718,98065,8,119.057817,19,35.364128
18400,116228,148722,1,159.169235,25,38.079762
18400,110580,137926,6,93.43275,13,29.116888
18400,94952,129177,12,140.480704,24,29.967506
18400,83548,111626,9,163.854393,17,37.078118
18400,16756,66340,NaN,239.844853,21,38.662629
18400,40673,60418,27,247.649579,13,24.980299
18400,41730,59750,6,109.961406,10,27.911845
18400,48970,69559,20,178.015833,23,39.707988
18400,75491,101745,0,279.370051,20,38.7503
18400,43188,68876,NaN,199.000576,25,41.006103
18400,62300,95869,2,172.759123,31,35.189447
18500,57174,91772,4,129.663217,13,28.904479
18500,46555,69186,19,187.230132,22,38.188144
18500,NaN,94125,NaN,178.645636,11,30.93141
18500,26389,85552,7,152.040659,21,27.356208
18500,14517,95150,11,272.034103,22,27.478583
18500,102472,115719,0,120.090265,30,34.243441
18500,10934,66367,1,326.567328,5,38.151671
18500,14111,71628,NaN,246.99093,22,39.611542
18500,65165,90805,2,160.732265,25,25.372048
18500,81938,106187,2,282.900609,21,40.038841
18500,23618,37539,1,199.723777,15,36.982729
18500,67686,95949,9,78.949071,16,31.808243
18500,42683,68000,3,229.3,12,NaN
18500,67290,95750,NaN,237.1,14,NaN
18500,71000,95000,6,71,24,NaN
18500,49367,71485,10,175.387049,42,37.772222
18500,99474,127470,22,287.002256,16,30.996028
18500,38145,59415,25,241.897357,14,23.870792
18500,90150,122767,12,135.572978,25,33.463872
18600,72860,90347,0,104.040467,26,36.025925
18600,73473,105848,9,186.712836,14,27.646037
18600,84874,115759,9,146.069811,18,39.83432
18600,47199,70134,8,86.55886,15,43.507939
18600,23850,61808,12,46.946164,8,40.852927
18600,60709,89683,1,316.313858,16,43.756566
18600,58992,86816,4,103.504295,16,40.956598
18600,96993,134785,14,173.897513,25,33.36327
18600,23792,79716,NaN,238.789837,50,42.127124
18600,14167,71194,NaN,264.017124,21,40.246901
18600,98200,123662,0,241.642232,29,41.050657
18600,100144,153751,4,93.66217,16,34.892734
18600,20915,40098,2,213.450537,16,40.250034
18600,38674,63641,23,245.049372,13,25.18099
18600,50167,96312,5,128.339434,21,36.377322
18600,39783,59196,17,279.810067,21,29.774807
18600,119741,212530,4,202.288578,17,27.073761
18600,48711,69611,2,130.253134,17,33.691188
18600,64248,82690,0,89.189005,23,53.84822
18600,49385,70220,6,229.474919,32,30.731397
18600,57300,8000,6,68,17,NaN
18600,132785,155644,NaN,225.727506,20,37.328574
18600,43438,69441,1,229.274449,11,35.800071
18600,NaN,95085,NaN,175.787995,10,32.250915
18600,NaN,20700,6,104.533333,19,NaN
18600,80970,101244,0,272.882599,20,39.808993
18600,15243,172611,25,73.441539,21,29.095883
18600,51936,75278,3,199.801754,21,36.995646
18600,96476,119780,0,264.153125,29,40.805743
18700,37883,64763,25,236.996837,13,23.621203
18700,58498,90135,30,199.109272,21,33.182239
18700,65458,84639,0,97.146544,25,33.690688
18700,39441,71345,11,132.836758,13,27.691648
18700,69954,104510,10,211.243311,13,33.549859
18700,11886,63762,0,315.260499,5,39.675834
18700,47903,63933,3,120.418042,17,32.977597
18700,136790,178135,12,246.95442,21,30.118614
18700,99003,162566,NaN,252.263799,23,39.209039
18700,63990,94035,9,NaN,14,25.783357
18700,110292,132953,7,105.424888,14,30.552752
18700,50354,79011,1,290.82703,10,35.139034
18700,68196,89641,0,112.976041,26,34.414622
18700,93210,109980,7,145.485927,20,22.496236
18700,70562,91223,27,112.710368,35,64.272477
18700,66197,83151,12,157.945982,14,29.349486
18700,66891,94454,0,160.711282,20,32.784194
18700,66003,82410,0,85.773808,23,51.517385
18700,45365,71853,7,98.456484,15,41.388748
18700,59929,89526,0,64.454725,22,35.087349
18700,87958,114696,20,301.912295,17,24.41522
18700,118208,130216,14,190.957324,17,40.748235
18700,39821,60672,26,243.868763,14,23.359281
18800,110098,120662,0,122.169821,21,39.322315
18800,77025,103322,8,87.133722,15,33.405897
18800,70102,99841,10,68.168573,16,32.853794
18800,67666,167619,14,135.951808,11,47.590529
18800,166737,199303,9,270.882687,38,25.532129
18800,73396,137076,18,163.592045,20,40.375372
18800,96272,163250,2,204.492586,19,37.868355
18800,98582,122597,1,307.52479,20,39.394169
18800,7739,65181,0,315.230898,6,37.983558
18800,66562,90325,0,112.903262,25,33.162271
18800,63836,87000,8,110.566667,33,NaN
18800,102120,165302,NaN,274.112926,24,40.10503
18800,91731,125902,24,276.727425,16,32.294304
18800,22782,60590,8,198.876396,13,30.32993
18800,88828,116683,6,141.841398,20,21.679278
18900,127269,203737,14,206.200037,21,36.272858
18900,NaN,49442,2,76.571848,9,38.875987
18900,87081,115165,13,120.462186,8,34.400377
18900,83474,104133,4,109.988785,24,38.86402
